#ref;type;comment;from;to;operator
31;bus;;Hildesheim;Bierbergen;Regionalverkehr Hildesheim
32;bus;;Hildesheim;Groß Lafferde;Regionalverkehr Hildesheim
34;bus;;Hildesheim;Holle;Regionalverkehr Hildesheim
461;bus;;Seesen;Derneburg;Regionalverkehr Hildesheim

==== Harzer Verkehrsbetriebe
210;bus;;Halberstadt;Vienenburg;Harzer Verkehrsbetriebe GmbH
211;bus;;Osterwieck;Schladen/Wülperode;Harzer Verkehrsbetriebe GmbH
262;bus;;Benneckenstein;Braunlage;Harzer Verkehrsbetriebe GmbH
264;bus;;Wernigerode;Braunlage;Harzer Verkehrsbetriebe GmbH
265;bus;;Wernigerode;Hohegeiß;Harzer Verkehrsbetriebe GmbH
270;bus;;Wernigerode;Abbenrode/Bad Harzburg;Harzer Verkehrsbetriebe GmbH

==== üstra
370;bus;;Mehrum;Hannover;üstra Hannoversche Verkehrsbetriebe AG

==== Verkehrsgesellschaft Südniedersachsen
440;bus;;Clausthal-Zellerfeld;Osterode;Verkehrsgesellschaft Südniedersachsen
450;bus;;Sankt Andreasberg;Herzberg;Regionalbus Braunschweig
460;bus;;Osterode;Clausthal-Zellerfeld;Verkehrsgesellschaft Südniedersachsen

==== CeBus
460;bus;;Lachendorf;Steinhorst;CeBus
470;bus;;Lachendorf;Ummern;CeBus

==== Hahne Reisen
470;bus;;Braunlage;Bad Sachsa;Hahne Reisen
472;bus;;Braunlage;Bad Sachsa;Hahne Reisen

==== BördeBus
633;bus;;Döhren/Grasleben;Beendorf;BördeBus
653;bus;;Oschersleben;Schöningen;BördeBus
666;bus;;Belsdorf;Helmstedt;BördeBus

==== Personenverkehrsgesellschaft Altmarkkreis Salzwedel
302;bus;Anruf-Linien-Taxi;Klötze;Brome;Personenverkehrsgesellschaft Altmarkkreis Salzwedel
802;bus;Anruf-Linien-Taxi;Diesdorf;Diesdorf;Personenverkehrsgesellschaft Altmarkkreis Salzwedel
803;bus;Anruf-Linien-Taxi;Diesdorf;Diesdorf;Personenverkehrsgesellschaft Altmarkkreis Salzwedel

==== RegioBus Hannover
948;bus;;Hohenhameln;Hämelerwald;RegioBus Hannover

</pre>
