<pre>
#
# Format: format is like in the OSM Wiki
#
# Links: [[...|...]] are interne link like in the OSM Wiki
#        [... ...] are external links
#
# Headers start with '=', '==', '===', '====', ... at the beginning of a line
#
# Simple text starts with '-' at the beginning of a line.
#    Simple text starts may only be placed directly after a header line.
#    A single '-' at the beginning of a line, followed by nothing:
#    - if there was simple text before, it creates a line feed (i.e. encloses the text in a paragraph <p> ... </p>)
#    - if there was no simple text before or a line feed, it creates an empty line (i.e. <p>&amp;nbsp;</p>)
#
# !!!Text yellow background!!! in simple text or headers
# '''''Text mit bold and italics''''' in simple text or headers
# '''Text with bold chars''' in simple text or headers
# ''Text with italic chars'' in simple text or headers
#
# Comments start with '#' at the beginning of a line. '#' inside text is not recognized as the start of a comment, i.e.. '#' may occur inside of text.
#
# Format of the file: UTF-8
#
#
# Cotents in CSV-Format
#
# ref;type;comment;from;to;operator
#
# - ref       == tag 'ref' of route or route_master
#                250            defines that routes with 'ref'='250' are expected
#                250|250a|250b  defines that routes with 'ref'='250' or 'ref'='250a' or 'ref'='250b' are expected - independent of whether this is allowed according to PTv1/PTv2
# - type      == contents of tags 'route' respectively 'route_master'
# - comment   == can include comments like; Bus, Expressbus, ...  will not be analyzed, but simply be printed out
#                !Text with yellow background! in comment (surrounded by single !)
# - from      == if there is more than one entry with "ref;type" and "operator" is the same, then 'from' and 'to are also used to distinguish between same line number in different cities/villages
# - to        == if there is more than one entry with "ref;type" and "operator" is the same, then 'from' and 'to are also used to distinguish between same line number in different cities/villages
# - operator  == if there is more than one entry with "ref;type", then "operator" is used to distinguish between same line number in different cities/villages
#


= Overview on Public Transportation of RGTR network in Lëtzebuerg

- Link to the data with the description of [[WikiProject_Luxembourg/Public_Transport/Analysis/LU-RGTR-Routes|RGTR Lines]] in OSM-Wiki.
- Link to more [[Talk:WikiProject_Luxembourg/Public_Transport/Analysis/RGTR|information]] in OSM-Wiki.

== Note

- For the analysis, 'network' is expected as
-
- * "RGTR"                                    short form, oder
-
- * "Régime Général des Transports Routiers"  long form, or
-
- * empty string, i.e. not set
-
#
#ref;type;comment;from;to;operator

== Buslinen RGTR

403;bus;GTFS route_id=3:RGTR--:403;Nommern, Kiirch;Mersch, Gare;
405;bus;GTFS route_id=3:RGTR--:405;Lorentzweiler, Beim Atelier;Mersch, Gare;
407;bus;GTFS route_id=3:RGTR--:407;Prüm, Gerberweg;Ettelbruck, Gare;
409;bus;GTFS route_id=3:RGTR--:409;Stegen, Eglise;Mersch, Gare;
413;bus;GTFS route_id=3:RGTR--:413;Haller, Schoul;Christnach, Schoulstrooss;
414;bus;GTFS route_id=3:RGTR--:414;Echternach, Gare Centre;Larochette, Gare Routière;
415;bus;GTFS route_id=3:RGTR--:415;Christnach, Schoulstrooss;Savelborn, Haaptstrooss;
416;bus;GTFS route_id=3:RGTR--:416;Echternach, Gare Centre;Mersch, Gare;
417;bus;GTFS route_id=3:RGTR--:417;Mersch, Lycée Ermesinde;Beaufort, Huelewee;
418;bus;GTFS route_id=3:RGTR--:418;Junglinster, Lycée;Bollendorf, Gare;
419;bus;GTFS route_id=3:RGTR--:419;Heffingen, Abri (Centre);Mersch, Gare;
420;bus;GTFS route_id=3:RGTR--:420;Junglinster, Lycée;Angelsberg, Paafendall;
421;bus;GTFS route_id=3:RGTR--:421;Imbringen, Am Duerf;Mersch, Lycée Ermesinde;
422;bus;GTFS route_id=3:RGTR--:422;Junglinster, Lycée;Larochette, Bleech;
423;bus;GTFS route_id=3:RGTR--:423;Mersch, Lycée Ermesinde;Canach, Z.A. Rëckschleed;
424;bus;GTFS route_id=3:RGTR--:424;Junglinster, Lycée;Beaufort, Halerstrooss;
425;bus;GTFS route_id=3:RGTR--:425;Remich, Pl. Nico Klopp;Mersch, Lycée Ermesinde;
428;bus;GTFS route_id=3:RGTR--:428;Mersch, Gare;Schoenfels, Duerf;
429;bus;GTFS route_id=3:RGTR--:429;Mersch, Gare;Greisch, Op der Quaert;
431;bus;GTFS route_id=3:RGTR--:431;Mersch, Gare;Marienthal;
435;bus;GTFS route_id=3:RGTR--:435;Mersch, Gare;Eischen, Denn;
437;bus;GTFS route_id=3:RGTR--:437;Mersch, Gare;Saeul, Raiffeisen;
445;bus;GTFS route_id=3:RGTR--:445;Mersch, Gare;Redange, Lycée Atert;
447;bus;GTFS route_id=3:RGTR--:447;Mersch, Maartplaz;Ettelbruck, Gare;
450;bus;GTFS route_id=3:RGTR--:450;Grevenmacher, Gare routière;Remich, Gare routière;
453;bus;GTFS route_id=3:RGTR--:453;Stadtbredimus, Vinsmoselle;Grevenmacher, Schoul;
455;bus;GTFS route_id=3:RGTR--:455;Mondorf, Casino 2000;Grevenmacher, Schoul;
457;bus;GTFS route_id=3:RGTR--:457;Ersange/Ierséng;Grevenmacher, Schoul;
464;bus;GTFS route_id=3:RGTR--:464;Grevenmacher, Schoul;Gostingen, Am Ennerduerf;
465;bus;GTFS route_id=3:RGTR--:465;Kirchberg, Gare routière Luxexpo;Wecker, Gare;
468;bus;GTFS route_id=3:RGTR--:468;Breinert;Wecker, Gare;
469;bus;GTFS route_id=3:RGTR--:469;Kobenbour;Junglinster, Lycée;
470;bus;GTFS route_id=3:RGTR--:470;Altrier, Op der Schanz;Müllerthal/Möllerdall;
471;bus;GTFS route_id=3:RGTR--:471;Junglinster, Lycée;Niederanven, Routscheed;
472;bus;GTFS route_id=3:RGTR--:472;Altrier, Kreizenhéicht (RN);Berbourg, Kiirch;
473;bus;GTFS route_id=3:RGTR--:473;Echternach, Gare Centre;Junglinster, Lycée;
474;bus;GTFS route_id=3:RGTR--:474;Echternach, Gare Centre;Grevenmacher, Gare routière;
475;bus;GTFS route_id=3:RGTR--:475;Manternach, Gare;Echternach, Gare Centre;
477;bus;GTFS route_id=3:RGTR--:477;Junglinster, Op der Gare;Grevenmacher, Schoul;
479;bus;GTFS route_id=3:RGTR--:479;Junglinster, Lycée;Biwer, Mairie;
480;bus;GTFS route_id=3:RGTR--:480;Junglinster, Lycée;Neuhaeusgen, Iewescht Neihaischen;
481;bus;GTFS route_id=3:RGTR--:481;Manternach, Gare;Echternach, Gare Centre;
483;bus;GTFS route_id=3:RGTR--:483;Grevenmacher, Stadion;Wasserbillig, Rue des Celtes;
485;bus;GTFS route_id=3:RGTR--:485;Echternach, Gare Centre;Grevenmacher, Gare routière;
486;bus;GTFS route_id=3:RGTR--:486;Grevenmacher, Schoul 2;Echternach, Gare Centre;
487;bus;GTFS route_id=3:RGTR--:487;Rosport, Lokal;Wasserbillig, Gare;
488;bus;GTFS route_id=3:RGTR--:488;Steinheim, An der Uecht;Junglinster, Lycée;
492;bus;GTFS route_id=3:RGTR--:492;Echternach, Gare Centre;Grevenmacher, Gare routière;
496;bus;GTFS route_id=3:RGTR--:496;Echternach, Gare Centre;Born, Op der Gare;
500;bus;GTFS route_id=3:RGTR--:500;Echternach, Gare Centre;Ettelbruck, Gare;
501;bus;GTFS route_id=3:RGTR--:501;Echternach, Gare Centre;Diekirch, Gare;
502;bus;GTFS route_id=3:RGTR--:502;Ettelbruck, Gare;Beaufort, Härewiss;
503;bus;GTFS route_id=3:RGTR--:503;Beaufort, Härewiss;Ettelbruck, Lycée Technique Agricole;
504;bus;GTFS route_id=3:RGTR--:504;Ettelbruck, Lycée Technique Agricole;Haller, Schoul;
505;bus;GTFS route_id=3:RGTR--:505;Medernach, Op der Lann;Beaufort, Härewiss;
506;bus;GTFS route_id=3:RGTR--:506;Gilsdorf, Bei der Schoul;Roodt/Syre, Z.I. Rothoicht;
507;bus;GTFS route_id=3:RGTR--:507;Grevenmacher, Gare routière;Ettelbruck, Centre Hospitalier du Nord;
508;bus;GTFS route_id=3:RGTR--:508;Tuntange, Duerf;Ettelbruck, Gare;
509;bus;GTFS route_id=3:RGTR--:509;Ettelbruck, Gare;Ettelbruck, Gare;
510;bus;GTFS route_id=3:RGTR--:510;Ettelbruck, Gare;Elvange/Beckerich, Schoul;
511;bus;GTFS route_id=3:RGTR--:511;Bissen, Kiirch;Ettelbruck, Lycée Technique Agricole;
512;bus;GTFS route_id=3:RGTR--:512;Moestroff, Kiirch;Warken, Rue Bourschterbach;
515;bus;GTFS route_id=3:RGTR--:515;Redange, Gare;Eschette, Duerf;
517;bus;GTFS route_id=3:RGTR--:517;Diekirch, Neie Kolleisch;Roodt/Redange, Beim Pull;
518;bus;GTFS route_id=3:RGTR--:518;Ettelbruck, Gare;Redange, Lycée Atert;
519;bus;GTFS route_id=3:RGTR--:519;Mertzig, Gemeng;Vichten, Schoul;
520;bus;GTFS route_id=3:RGTR--:520;Diekirch, Neie Kolleisch;Oberpallen, Bréck;
521;bus;GTFS route_id=3:RGTR--:521;Ettelbruck, Lycée Technique Agricole;Oberpallen, Bréck;
522;bus;GTFS route_id=3:RGTR--:522;Mertzig, Gemeng;Oberfeulen, route d'Arlon;
525;bus;GTFS route_id=3:RGTR--:525;Heispelt;Grosbous, Kiircheplaz;
530;bus;GTFS route_id=3:RGTR--:530;Diekirch, Neie Kolleisch;Perlé, Schoul;
531;bus;GTFS route_id=3:RGTR--:531;Diekirch, Neie Kolleisch;Bigonville, Kéismaart;
535;bus;GTFS route_id=3:RGTR--:535;Ettelbruck, Gare;Insenborn, Duerf;
537;bus;GTFS route_id=3:RGTR--:537;Bastogne, Renval;Ettelbruck, Lycée Technique Agricole;
540;bus;GTFS route_id=3:RGTR--:540;Welscheid, Bei der Bréck;Ettelbruck, Gare;
545;bus;GTFS route_id=3:RGTR--:545;Heiderscheid;Ettelbruck, Gare;
546;bus;GTFS route_id=3:RGTR--:546;Redange, Lycée Atert;Ringel;
550;bus;GTFS route_id=3:RGTR--:550;Schlindermanderscheid, Kiirch;Ettelbruck, Gare;
552;bus;GTFS route_id=3:RGTR--:552;Consthum, Ennescht Duerf;Ettelbruck, Gare;
553;bus;GTFS route_id=3:RGTR--:553;Clervaux, Gare/Lycée;Diekirch, Neie Kolleisch;
554;bus;GTFS route_id=3:RGTR--:554;Dorscheid, Am Poul;Diekirch, Neie Kolleisch;
555;bus;GTFS route_id=3:RGTR--:555;Ettelbruck, Gare;Huldange, Schmëtt;
556;bus;GTFS route_id=3:RGTR--:556;Heinerscheid, Geméin;Grindhausen/Grandsen;
557;bus;GTFS route_id=3:RGTR--:557;Lieler, Gässelchen;Heinerscheid, Geméin;
558;bus;GTFS route_id=3:RGTR--:558;Diekirch, Hall logistique;Ettelbruck, Lycée Technique Agricole;
560;bus;GTFS route_id=3:RGTR--:560;Ettelbruck, Lycée Technique Agricole;Wahlhausen, Beim Chalet;
561;bus;GTFS route_id=3:RGTR--:561;Gralingen, Am Bréill;Clervaux, Gare/Lycée;
562;bus;GTFS route_id=3:RGTR--:562;Landscheid, Kiirch;Brandenbourg, Kapell;
564;bus;GTFS route_id=3:RGTR--:564;Walsdorf, An der Gaass;Bleesbréck;
565;bus;GTFS route_id=3:RGTR--:565;Mont St. Nicolas;Ettelbruck, Gare;
568;bus;GTFS route_id=3:RGTR--:568;Vianden, Gare;Vianden, Plank;
570;bus;GTFS route_id=3:RGTR--:570;Stolzembourg, Akescht;Ettelbruck, Gare;
571;bus;GTFS route_id=3:RGTR--:571;Obereisenbach, Bei der Baach;Ettelbruck, Lycée Technique Agricole;
572;bus;GTFS route_id=3:RGTR--:572;Vianden, Gare;Vianden, Scheierhaff 1;
575;bus;GTFS route_id=3:RGTR--:575;Bigelbach, Kiirch;Diekirch, Gare;
577;bus;GTFS route_id=3:RGTR--:577;Diekirch, Gare;Folkendange;
580;bus;GTFS route_id=3:RGTR--:580;Redange, Lycée Atert;Mertzig, Eglise;
582;bus;GTFS route_id=3:RGTR--:582;Redange, Lycée Atert;Rouscht;
584;bus;GTFS route_id=3:RGTR--:584;Michelbouch;Redange, Lycée Atert;
585;bus;GTFS route_id=3:RGTR--:585;Redange, Lycée Atert;Brouch/Mersch, Kloeppel;
586;bus;GTFS route_id=3:RGTR--:586;Saeul, Post;Redange, Lycée Atert;
587;bus;GTFS route_id=3:RGTR--:587;Redange, Lycée Atert;Schwebach, Am Duerf;
588;bus;GTFS route_id=3:RGTR--:588;Kleinbettingen, Gare;Redange, Lycée Atert;
590;bus;GTFS route_id=3:RGTR--:590;Perlé, Gare;Redange/Attert, Bian;
592;bus;GTFS route_id=3:RGTR--:592;Redange, Gare;Roodt/Redange, Beim Pull;
594;bus;GTFS route_id=3:RGTR--:594;Redange, Lycée Atert;Rambrouch, Gare;
595;bus;GTFS route_id=3:RGTR--:595;Redange, Lycée Atert;Bigonville, Knupp;
596;bus;GTFS route_id=3:RGTR--:596;Eschette, Duerf;Redange, Lycée Atert;
597;bus;GTFS route_id=3:RGTR--:597;Heispelt;Redange, Lycée Atert;
599;bus;GTFS route_id=3:RGTR--:599;Redange, Lycée Atert;Eschdorf, Mairie;
600;bus;GTFS route_id=3:RGTR--:600;Wilwerwiltz, Schoulkauz;Kautenbach, Op der Gare;
605;bus;GTFS route_id=3:RGTR--:605;Schinker, Um Rank;Kautenbach, Op der Gare;
606;bus;GTFS route_id=3:RGTR--:606;Lipperscheid, Leweck;Clervaux, Gare/Lycée;
608;bus;GTFS route_id=3:RGTR--:608;Kautenbach, Op der Gare;Büderscheid, Village;
609;bus;GTFS route_id=3:RGTR--:609;Dirbach, Village;Wiltz, Lycée du Nord;
610;bus;GTFS route_id=3:RGTR--:610;Goebelsmühle, Gare;Wiltz, Gare;
613;bus;GTFS route_id=3:RGTR--:613;Heiderscheid;Wiltz, Lycée du Nord;
618;bus;GTFS route_id=3:RGTR--:618;Esch;Wiltz, Gare;
619;bus;GTFS route_id=3:RGTR--:619;Lultzhausen, Driicht;Rambrouch, Gare;
620;bus;GTFS route_id=3:RGTR--:620;Wiltz, Lycée (navette);Rambrouch, Gare;
622;bus;GTFS route_id=3:RGTR--:622;Rambrouch, Gare;Wiltz, Lycée du Nord;
625;bus;GTFS route_id=3:RGTR--:625;Wiltz, Lycée du Nord;Oberwampach, Belzen;
628;bus;GTFS route_id=3:RGTR--:628;Weiler;Wiltz, Lycée du Nord;
630;bus;GTFS route_id=3:RGTR--:630;Wiltz, Lycée du Nord;Clervaux, Pl. de la Libération;
633;bus;GTFS route_id=3:RGTR--:633;Goedange;Wiltz, Lycée du Nord;
634;bus;GTFS route_id=3:RGTR--:634;Breidfeld;Wiltz, Lycée du Nord;
635;bus;GTFS route_id=3:RGTR--:635;Troisvierges, Pasterknapp;Wiltz, Lycée du Nord;
638;bus;GTFS route_id=3:RGTR--:638;Wiltz, Lycée du Nord;Leithum, Bei der Kirich;
640;bus;GTFS route_id=3:RGTR--:640;Brachtenbach;Wiltz, Gare;
641;bus;GTFS route_id=3:RGTR--:641;Niederwampach;Clervaux, Gare/Lycée;
642;bus;GTFS route_id=3:RGTR--:642;Clervaux, Gare/Lycée;Wiltz, Lycée du Nord;
645;bus;GTFS route_id=3:RGTR--:645;Wiltz, Lycée du Nord;Clervaux, Pl. de la Libération;
647;bus;GTFS route_id=3:RGTR--:647;Wiltz, Lycée du Nord;Wahlhausen, Akescht;
650;bus;GTFS route_id=3:RGTR--:650;Roder (Ruadder);Marnach, Geschäftszenter;
655;bus;GTFS route_id=3:RGTR--:655;Wiltz, Lycée du Nord;Hosingen, Parc Housen;
657;bus;GTFS route_id=3:RGTR--:657;Munshausen, Iewescht Duerf;Wilwerwiltz, Gare;
660;bus;GTFS route_id=3:RGTR--:660;Clervaux, Gare/Lycée;Lieler, Om Knupp;
661;bus;GTFS route_id=3:RGTR--:661;Lieler, Gässelchen;Clervaux, Gare/Lycée;
662;bus;GTFS route_id=3:RGTR--:662;Clervaux, Gare/Lycée;Clervaux, Kalborn/Kaalber;
663;bus;GTFS route_id=3:RGTR--:663;Vianden, Gare;Clervaux, Gare/Lycée;
664;bus;GTFS route_id=3:RGTR--:664;Clervaux, Gare/Lycée;Vianden, Gare;
665;bus;GTFS route_id=3:RGTR--:665;Hosingen, Eesberwee;Dorscheid, Am Duerf;
666;bus;GTFS route_id=3:RGTR--:666;Clervaux, Gare/Lycée;Untereisenbach, Bréck;
670;bus;GTFS route_id=3:RGTR--:670;Marnach, Geschäftszenter;Clervaux, Gare/Lycée;
677;bus;GTFS route_id=3:RGTR--:677;Clervaux, Gare/Lycée;Troine, Duerf;
678;bus;GTFS route_id=3:RGTR--:678;Crendal;Clervaux, Gare/Lycée;
680;bus;GTFS route_id=3:RGTR--:680;Clervaux, Pl. de la Libération;Sassel;
682;bus;GTFS route_id=3:RGTR--:682;Clervaux, Pl. de la Libération;Hachiville, Centre;
684;bus;GTFS route_id=3:RGTR--:684;Leithum, Bei der Kirich;Clervaux, Gare/Lycée;
685;bus;GTFS route_id=3:RGTR--:685;Leithum, Bei der Kirich;Troisvierges, Gare;
686;bus;GTFS route_id=3:RGTR--:686;St. Vith, Triangel;Troisvierges, Gare;
687;bus;GTFS route_id=3:RGTR--:687;Huldange, Schmëtt;Troisvierges, Gare;
688;bus;GTFS route_id=3:RGTR--:688;Wemperhaart, 3 Braken;Clervaux, Gare/Lycée;
689;bus;GTFS route_id=3:RGTR--:689;Troisvierges, Gare;Hautbellain;
720;bus;GTFS route_id=3:RGTR--:720;Contern, Kiircheplaz;Contern, Gare;
740;bus;GTFS route_id=3:RGTR--:740;P.A.S.;Luxembourg, Gare Centrale;
742;bus;GTFS route_id=3:RGTR--:742;Munsbach, Kulturzentrum;Stackint;
750;bus;GTFS route_id=3:RGTR--:750;Steinsel, Zone Industrielle;Niedercorn, Moartplatz;
751;bus;GTFS route_id=3:RGTR--:751;Rodange, Gare;Steinsel, Zone Industrielle;
752;bus;GTFS route_id=3:RGTR--:752;Steinsel, Zone Industrielle;Reisdorf, Bei der Gare;
800;bus;GTFS route_id=3:RGTR--:800;Roost, Luxlait;Mersch, Gare;
803;bus;GTFS route_id=3:RGTR--:803;Ettelbruck, Gare;Rambrouch, Gare;
805;bus;GTFS route_id=3:RGTR--:805;Martelange, Gare;Colmar, Centre;
808;bus;GTFS route_id=3:RGTR--:808;Ettelbruck, Gare;Bissen, Z.A.C. Klengbousbierg;
810;bus;GTFS route_id=3:RGTR--:810;Colmar, Usines;Luxembourg, Gare Centrale;
812;bus;GTFS route_id=3:RGTR--:812;Colmar, Usines;Rodange, Gare;
815;bus;GTFS route_id=3:RGTR--:815;Arlon, Square Astrid;Roost, Mold Plant;
817;bus;GTFS route_id=3:RGTR--:817;Colmar, Usines;Bigonville, Knupp;
819;bus;GTFS route_id=3:RGTR--:819;Colmar, Usines;Martelange, Gare;
820;bus;GTFS route_id=3:RGTR--:820;Colmar, Usines;Boulaide, Post;
822;bus;GTFS route_id=3:RGTR--:822;Bastogne, Centre Sportif;Colmar, Usines;
825;bus;GTFS route_id=3:RGTR--:825;Erpeldange/Wiltz;Rouscht;
834;bus;GTFS route_id=3:RGTR--:834;Asselborn, Centre;Colmar, Usine Hyosung;
840;bus;GTFS route_id=3:RGTR--:840;Bissen, ArcelorMittal S.A.;Troine, Duerf;
842;bus;GTFS route_id=3:RGTR--:842;Dosberbréck;Roost, Mold Plant;
848;bus;GTFS route_id=3:RGTR--:848;Colmar, Usines;Echternach, Ste Croix;
860;bus;GTFS route_id=3:RGTR--:860;Stolzembourg, S.E.O.;Clervaux, Gare/Lycée;
885;bus;GTFS route_id=3:RGTR--:885;Lentzweiler, Z.I.;Bastogne, Centre Sportif;
940;bus;GTFS route_id=3:RGTR--:940;Ettelbruck, Zone Industrielle;Ettelbruck, Gare;
942;bus;GTFS route_id=3:RGTR--:942;Bettendorf, Annexe L.T.A.;Ettelbruck, Gare;
944;bus;GTFS route_id=3:RGTR--:944;Ettelbruck, Gare;Warken, L.T.P.S.;
946;bus;GTFS route_id=3:RGTR--:946;Colmar, Z.I. Rond;Ettelbruck, Gare;
948;bus;GTFS route_id=3:RGTR--:948;Diekirch, Neie Kolleisch;Diekirch, Gare;
950;bus;GTFS route_id=3:RGTR--:950;Limpertsberg, L.T.C.;Luxembourg, Gare Centrale;
951;bus;GTFS route_id=3:RGTR--:951;Kirchberg, Rout Bréck;Limpertsberg, L.T.C.;
952;bus;GTFS route_id=3:RGTR--:952;Dommeldange, Gare;Limpertsberg, L.T.C.;
955;bus;GTFS route_id=3:RGTR--:955;Limpertsberg, Arts et Métiers;Luxembourg, Gare Centrale;
960;bus;GTFS route_id=3:RGTR--:960;Dommeldange, Uelzechtlycée;Luxembourg, Gare Centrale;
965;bus;GTFS route_id=3:RGTR--:965;Junglinster, Lycée;Luxembourg, Gare Centrale;
968;bus;GTFS route_id=3:RGTR--:968;Cents, I.N.S.;Luxembourg, Gare Rocade;
970;bus;GTFS route_id=3:RGTR--:970;Luxembourg, Gare Centrale;Bonnevoie, Lycée Technique de Bonnevoie/Quais;
971;bus;GTFS route_id=3:RGTR--:971;Itzig, Itzigerstee;Luxembourg, Gare routière;
972;bus;GTFS route_id=3:RGTR--:972;Centre, F.D. Roosevelt;Merl, Athénée;
975;bus;GTFS route_id=3:RGTR--:975;Merl, Geesseknäppchen (S);Hamilius;
980;bus;GTFS route_id=3:RGTR--:980;Belair, LTPS / Siège;Luxembourg, Gare Centrale;
982;bus;GTFS route_id=3:RGTR--:982;Mamer, Lycee (gare routière);Luxembourg, Gare Centrale;
983;bus;GTFS route_id=3:RGTR--:983;Capellen, Centre de Réadaptation;Luxembourg, Gare Centrale;
985;bus;GTFS route_id=3:RGTR--:985;Emerange, Centre Culturel;Wintrange, Dorefplaz;
989;bus;GTFS route_id=3:RGTR--:989;Dorscheid, Am Duerf;Siebenaler;
990;bus;GTFS route_id=3:RGTR--:990;Dommeldange, Uelzechtlycée;Mersch, Gare;
991;bus;GTFS route_id=3:RGTR--:991;Ermsdorf, Buntewee;Beaufort, Ennescht Heed;
992;bus;GTFS route_id=3:RGTR--:992;Allerborn, Maison 20;Troine, Duerf;
993;bus;GTFS route_id=3:RGTR--:993;Wincrange, Ecole;Boxhorn, Uschler;
994;bus;GTFS route_id=3:RGTR--:994;Hachiville, Centre;Wincrange, Ecole;
995;bus;GTFS route_id=3:RGTR--:995;Harlange, Bréck;Noertrange, Um Dréicht;
996;bus;GTFS route_id=3:RGTR--:996;Dosberbréck;Tandel, Schoul;
998;bus;GTFS route_id=3:RGTR--:998;Steinsel, Zone Industrielle;Luxembourg, Gare Centrale;

</pre>
