#
# Cette page respecte le format CSV de PTNA. Pour plus d'informations, voir https://wiki.openstreetmap.org/wiki/FR:Public_Transport_Network_Analysis/Syntaxe_des_données_CSV
#
# Ces données sont entrées pour l'outil : PTNA - Analyse du réseau de transport public (https://ptna.openstreetmap.de)
#


= Overview on '''Poissy - Les Mureaux''' Public Transport Lines

-
- '''!!!This summary is a list of what has been published in open data by Île-de-France Mobilités and found in OSM!!!'''
-
- Feel free to modify the list on github
-
#
#ref;type;comment;from;to;operator;gtfs-feed;gtfs-route-id;gtfs-release-date

== Lines
6576;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C00454;
6577;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02800;
6578;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02801;
6579;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02802;
6580;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02803;
6581;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02804;
6582;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02805;
6590;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02543;
6591;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C00271;
6592;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02544;
6593;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C00115;
6594;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02545;
6595;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02536;
7801;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C00655;
7809;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C00273;
7819;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C00114;
7821;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C00753;
7822;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C00754;
N155;bus;;;;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02526;
Soir;bus;;;Poissy;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02589;
Soir;bus;;;Les Mureaux;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02627;
Soir;bus;;;Vernouillet-Verneuil;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02626;
Soir;bus;;;Carrières-sous-Poissy;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02628;
TàD;bus;;;Nord Meulan - Les Mureaux;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02587;
TàD;bus;;;Sud Meulan - Les Mureaux;Keolis Seine et Oise Est;FR-IDF-IDFM;IDFM:C02588;
